-0.137094	0.899654	0
0.542574	-0.492435	0
-0.658204	0.605110	1
-0.869820	0.519287	0
0.678610	0.346579	1
0.186743	-0.385230	0
0.254768	-0.651996	0
-0.366600	-0.865114	0
0.134406	-0.343083	1
-0.014929	0.150961	1
0.325971	-0.992276	0
0.963842	0.093940	0
-0.906254	-0.158387	0
-0.493524	-0.547124	1
-0.106125	-0.806331	0
0.220624	-0.883067	0
0.598772	-0.249684	1
-0.408990	0.182398	1
0.898234	-0.683527	1
0.493173	-0.001781	1
-0.836579	-0.939411	0
0.403602	-0.827982	0
-0.856445	-0.029333	1
-0.673487	-0.373275	1
-0.625533	0.922606	0
0.257880	0.832257	0
-0.464350	-0.097584	1
0.637810	0.910526	0
-0.337659	0.185658	0
0.402292	-0.144775	1
-0.957481	0.344263	0
-0.730373	0.306255	1
0.817953	0.231723	1
-0.677677	0.629073	0
-0.346868	0.618424	0
-0.717085	0.585819	0
0.429302	-0.307056	1
-0.022581	-0.305940	0
-0.708281	-0.052412	1
-0.069541	-0.386320	1
-0.819308	0.222838	1
-0.645980	-0.960726	0
-0.751555	-0.179226	0
0.952928	0.837181	0
0.770058	0.724045	0
-0.985316	0.558373	0
0.627297	-0.375093	1
-0.044264	0.291289	1
-0.129009	-0.116415	1
-0.725406	-0.512385	0
0.537496	-0.957270	1
0.263772	-0.034122	1
0.235960	-0.160310	0
0.787505	-0.824633	0
0.215205	0.235883	1
-0.517369	0.940688	0
-0.534351	0.845009	0
0.062988	0.595478	1
-0.761234	-0.980357	1
-0.105575	0.724574	0
-0.319205	0.851667	0
0.087901	-0.468910	1
-0.210166	0.472680	1
-0.636534	-0.248337	0
-0.631729	-0.662849	0
-0.021870	0.568932	0
-0.556538	0.946906	0
-0.848149	0.568161	0
0.190377	0.477290	1
-0.247088	0.408575	1
-0.477354	-0.291429	1
0.220294	0.008942	1
0.022642	0.371524	1
-0.181921	-0.304182	1
0.476025	0.405182	1
-0.796723	0.417514	1
0.642106	0.013904	1
-0.336085	0.716344	1
-0.067051	0.072763	0
0.467272	-0.691375	0
-0.658376	0.371181	0
0.807558	0.087455	1
-0.702975	0.715727	0
0.983054	-0.416564	0
-0.543766	-0.206592	1
-0.536166	-0.309856	0
0.772180	-0.488776	1
-0.010990	0.513448	1
0.698236	0.852109	0
-0.824261	-0.569270	0
-0.296699	0.177772	1
0.237257	0.058206	0
-0.754779	-0.127806	0
-0.224765	0.867469	0
-0.183491	-0.299926	1
0.489348	-0.083401	1
0.153800	-0.037625	1
0.721783	-0.190941	0
0.864650	0.217565	0
0.601747	0.346892	1
0.621423	-0.879685	0
-0.260078	-0.914580	0
0.867736	0.482816	0
-0.251278	0.825272	0
0.835824	0.157517	0
0.799705	-0.809081	0
-0.423462	-0.926842	0
0.726448	0.474528	0
-0.634378	0.108279	1
0.744353	0.798132	0
-0.415239	0.307048	1
-0.725437	0.485805	1
-0.898767	0.340495	0
0.134693	0.520801	1
-0.099309	-0.296302	1
0.180116	0.047055	1
0.314245	-0.128649	1
0.330735	0.791109	1
0.682458	-0.899350	0
0.415851	0.554558	1
-0.187631	-0.242583	0
0.415933	-0.141741	1
0.175767	0.744045	1
0.351424	0.398500	1
0.000258	0.647640	1
-0.946036	-0.852694	0
0.532940	0.589628	1
-0.499003	-0.320789	1
-0.155934	0.298758	1
-0.819653	-0.899934	0
-0.562803	-0.182646	1
0.350209	0.649009	1
-0.635826	0.428178	1
0.018304	0.054658	0
-0.348877	-0.902403	0
-0.028150	-0.882146	0
0.869771	-0.575975	0
-0.766453	-0.802006	0
-0.283014	-0.164568	1
-0.181120	0.814576	0
-0.794816	0.331821	0
0.526983	-0.538923	0
0.968477	0.554606	0
-0.761393	0.565584	0
-0.203102	0.114248	0
0.023504	-0.513379	1
0.161578	-0.272754	1
0.706207	0.188949	1
-0.564653	-0.458000	0
-0.621129	-0.405179	0
0.116510	0.729393	1
0.050876	-0.064663	0
0.636078	0.661769	0
0.295101	0.440752	1
-0.041008	0.532755	1
0.353496	0.909096	0
0.663305	-0.903718	0
-0.380658	-0.040088	1
-0.578241	0.790116	0
-0.443461	-0.075887	1
0.861364	-0.764537	0
-0.912843	0.520706	0
0.342888	-0.644467	1
0.063796	0.674741	1
-0.891784	-0.834607	0
-0.226862	-0.349014	1
-0.855841	-0.636091	0
-0.499102	0.582601	0
-0.176580	-0.879212	0
0.001772	-0.634153	1
-0.404936	0.188125	1
-0.521877	0.866549	0
0.300290	-0.920503	0
-0.552299	0.786643	1
-0.353520	0.302795	1
-0.577511	0.598626	1
-0.036919	0.274298	1
0.774256	0.513848	1
0.073562	-0.778012	1
-0.595831	-0.794955	0
0.218451	0.614835	0
0.682084	0.072730	1
0.352021	-0.317140	1
0.376102	0.033600	1
0.877231	0.353208	0
-0.074846	0.274223	1
0.793385	-0.599773	0
0.235372	-0.511952	1
0.112283	0.709014	1
0.369182	-0.592275	1
-0.964608	0.061644	0
-0.366765	-0.641723	0
-0.213985	-0.460147	1
-0.268400	-0.276599	1
0.972450	0.256489	0
-0.999339	0.091164	0
0.791198	0.601381	0
0.050508	-0.821903	0
0.915267	0.714792	0
-0.896487	0.278710	1
0.301630	-0.113038	1
-0.168045	-0.153758	0
0.726689	-0.920502	1
0.249830	-0.801939	1
-0.998628	0.938486	0
-0.825183	0.885176	0
0.895467	-0.688925	0
0.136635	-0.471576	1
-0.330198	0.412126	1
0.532960	0.616735	0
-0.230761	0.174367	1
0.919608	0.953997	0
0.234879	-0.825911	0
0.649804	0.577073	0
-0.622075	-0.660826	1
0.752756	0.609332	0
-0.845375	0.105246	1
-0.764486	0.097088	1
0.974784	0.560126	0
-0.476393	0.762500	0
-0.714924	-0.916994	0
0.287402	0.525835	1
-0.422942	-0.813454	0
-0.209808	-0.353806	0
-0.104384	-0.310755	1
-0.052350	0.233065	0
-0.408142	0.348335	1
0.744538	0.125270	1
-0.271220	0.875939	0
-0.679487	0.238375	1
0.011295	0.143292	0
0.085067	-0.331836	1
-0.613345	0.396996	0
0.215084	0.344644	1
-0.408715	-0.241167	1
0.192954	-0.805361	1
0.444186	0.037410	1
0.210600	0.821748	0
-0.767878	0.034268	0
-0.359100	0.557624	1
0.147080	-0.969137	0
-0.345566	0.830952	0
-0.875041	-0.476388	0
-0.972358	-0.830691	0
-0.782822	0.504142	0
-0.743956	0.117784	0
-0.160113	0.300224	1
0.430377	0.773783	0
-0.631133	0.313116	0
-0.241751	-0.995458	0
-0.035145	0.389847	1
-0.926451	-0.747664	0
0.076359	0.293169	0
0.036731	0.504252	1
0.861650	0.996388	0
-0.136566	0.708959	1
-0.057776	-0.483155	1
